"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade"
"3175","Marmosa agilis",7657130,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-5.65798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-5,"Wild","","Marsupials & monotremes"
"3176","Marmosa alstoni",7657131,"Didelphidae","Didelphimorphia",NA,NA,"Yes",10.30495,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.334702935938,9.6722502491293,"Wild","","Marsupials & monotremes"
"3177","Marmosa andersoni",3606693,"Didelphidae","Didelphimorphia",47.4,1,"Yes",-12.833333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-13,"Wild","","Marsupials & monotremes"
"3178","Marmosa beatrix",7657132,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3179","Marmosa bruchi",7657133,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63,-35,"Wild","","Marsupials & monotremes"
"3180","Marmosa budini",7657134,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3181","Marmosa caucae",7657135,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3182","Marmosa chloe",7657136,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3183","Marmosa citella",7657137,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3184","Marmosa grenadae",7657138,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3185","Marmosa impavida",7657139,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-0.049327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.0000000000001,-1.00015234351659,"Wild","","Marsupials & monotremes"
"3186","Marmosa incana",7657140,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57,-5,"Wild","","Marsupials & monotremes"
"3187","Marmosa janetta",7657141,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3188","Marmosa lepida",86714,"Didelphidae","Didelphimorphia",14,1,"Yes",-0.25715,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,3.00412081225846,"Wild","","Marsupials & monotremes"
"3189","Marmosa leucastra",7657142,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-5.122447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,-5,"Wild","","Marsupials & monotremes"
"3190","Marmosa maranii",7657143,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3191","Marmosa mimetra",7657144,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-1,"Wild","","Marsupials & monotremes"
"3192","Marmosa mitis",7657145,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3193","Marmosa nesaea",7657146,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3194","Marmosa noctivaga",7657147,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-1.0783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-2.00121958443328,"Wild","","Marsupials & monotremes"
"3195","Marmosa parata",7657148,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3196","Marmosa quichua",3606694,"Didelphidae","Didelphimorphia",38.23,0,"Yes",-12.68333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71,-12.0074234947157,"Wild","","Marsupials & monotremes"
"3197","Marmosa rubra",606424,"Didelphidae","Didelphimorphia",63,1,"Yes",-1.533333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.5001524635493,-0.501163013132498,"Wild","","Marsupials & monotremes"
"3198","Marmosa rutteri",7657149,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3199","Marmosa sinaloae",7657150,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3200","Marmosa sobrina",7657151,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3201","Marmosa tobagi",7657152,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3202","Marmosa tyleriana",1065277,"Didelphidae","Didelphimorphia",32.4,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3203","Marmosa verax",7657153,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3204","Marmosa xerophila",1065280,"Didelphidae","Didelphimorphia",46.2,1,"Yes",11.17,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.1990167142172,10.6046011496096,"Wild","","Marsupials & monotremes"
"3205","Marmosops bishopi",3606669,"Didelphidae","Didelphimorphia",19.5,1,"Yes",-12.7508315,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.0000000000002,-4.00244214969981,"Wild","","Marsupials & monotremes"
"3206","Marmosops carri",5925667,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3207","Marmosops caucae",5925668,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3208","Marmosops cracens",3606684,"Didelphidae","Didelphimorphia",25.5,1,"Yes",11.2,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69,11,"Wild","","Marsupials & monotremes"
"3209","Marmosops creightoni",3606667,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3210","Marmosops dorothea",512837,"Didelphidae","Didelphimorphia",37.5,1,"Yes",-16.362415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-17.0026683611809,"Wild","","Marsupials & monotremes"
"3211","Marmosops fuscatus",3606670,"Didelphidae","Didelphimorphia",60,1,"Yes",10.34917,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.9999999999999,11.0016965084064,"Wild","","Marsupials & monotremes"
"3212","Marmosops handleyi",3606683,"Didelphidae","Didelphimorphia",30.7,1,"Yes",7.15,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,7,"Wild","","Marsupials & monotremes"
"3213","Marmosops impavidus",84818,"Didelphidae","Didelphimorphia",40.5,1,"Yes",1.95,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.7984346037678,3.81230986251632,"Wild","","Marsupials & monotremes"
"3214","Marmosops incanus",505495,"Didelphidae","Didelphimorphia",62.3,1,"Yes",-19.965,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.4836465995207,-21.4168517466742,"Wild","","Marsupials & monotremes"
"3215","Marmosops invictus",297968,"Didelphidae","Didelphimorphia",29.2,1,"Yes",-0.686,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.9999999999998,-1.00015234351659,"Wild","","Marsupials & monotremes"
"3216","Marmosops juninensis",3606675,"Didelphidae","Didelphimorphia",31.57,0,"Yes",-10.617,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,-11,"Wild","","Marsupials & monotremes"
"3217","Marmosops neblina",3606671,"Didelphidae","Didelphimorphia",31.57,0,"Yes",-6.5833315,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70,-7.00107163467528,"Wild","","Marsupials & monotremes"
"3218","Marmosops noctivagus",86718,"Didelphidae","Didelphimorphia",21,1,"Yes",-12.13,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.5148605626467,-8.07564574798076,"Wild","","Marsupials & monotremes"
"3219","Marmosops ocellatus",3606678,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3220","Marmosops ojastii",5925669,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3221","Marmosops pakaraimae",5223259,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes"
"3222","Marmosops parvidens",86710,"Didelphidae","Didelphimorphia",15,1,"Yes",4.93,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.250113458019,3.50318564549772,"Wild","","Marsupials & monotremes"
"3223","Marmosops paulensis",3606668,"Didelphidae","Didelphimorphia",38.89,1,"Yes",-24.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.9999999999998,-23.0037047626266,"Wild","","Marsupials & monotremes"
"3224","Marmosops pinheiroi",81820,"Didelphidae","Didelphimorphia",31.57,0,"Yes",4.2815,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-55.4011711353431,4.60189281150502,"Wild","","Marsupials & monotremes"
"3225","Marmota arrodens",7654930,"Sciuridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3226","Marmota bobak",531857,"Sciuridae","Rodentia",5500,1,"Yes",51.376395,"Least Concern","food_animal","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6628528622603,49.4830963894534,"Wild","","Euarchontoglires"
"3227","Marmota broweri",531855,"Sciuridae","Rodentia",3405,1,"Yes",68.7347735,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-150.677200266888,67.8233858197993,"Wild","","Euarchontoglires"
"3228","Marmota caligata",10477,"Sciuridae","Rodentia",7230.03,1,"Yes",51.3211315,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.012419382405,61.5918153576803,"Wild","","Euarchontoglires"
"3229","Marmota monax",630994,"Sciuridae","Rodentia",3801.72,1,"Yes",42.1460415,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.9364009023257,44.1525868843914,"Wild","","Euarchontoglires"
"3230","Marmota olympus",10488,"Sciuridae","Rodentia",6299.99,1,"Yes",47.9699495,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.65799074836,47.7023499832717,"Wild","","Euarchontoglires"
"3231","Marmota sibirica",63467,"Sciuridae","Rodentia",8000,1,"Yes",47.725882,"Endangered","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.513219881822,45.5805524437071,"Wild","","Euarchontoglires"
"3232","Marmota vancouverensis",10484,"Sciuridae","Rodentia",6299.99,1,"Yes",49.5716185,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124.000000000005,49.010041144704,"Wild","","Euarchontoglires"
"3233","Martes flavigula",213517,"Mustelidae","Carnivora",1842.5,1,"Yes",16.096016,"Least Concern","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0505674001341,26.8463480715811,"Partially-domesticated","","Laurasiatheria"
"3234","Martes foina",348047,"Mustelidae","Carnivora",1540.8,1,"Yes",47.22367,"Least Concern","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5570431423806,46.4341332924601,"Partially-domesticated","","Laurasiatheria"
"3235","Martes gwatkinsii",3612688,"Mustelidae","Carnivora",2043,1,"Yes",11.437258,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9999999999998,11.0016965084064,"Wild","","Laurasiatheria"
"3236","Martes martes",532122,"Mustelidae","Carnivora",1300,1,"Yes",52.45,"Least Concern","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6358608900013,57.701774344391,"Wild","","Laurasiatheria"
"3237","Martes nobilis",6145484,"Mustelidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"3238","Martes pennanti",4697,"Mustelidae","Carnivora",4000,1,"Yes",46.2098,"Least Concern","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.4933377598386,45.5786584895998,"Partially-domesticated","","Laurasiatheria"
"3239","Martes toufoeus",7656023,"Mustelidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"3240","Massoutiera mzabi",506983,"Ctenodactylidae","Rodentia",194,1,"Yes",23.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26.0170349623017,"Wild","","Euarchontoglires"
"3241","Mastacomys fuscus",156341,"Muridae","Rodentia",125.72,1,"Yes",-36.4,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.029631788116,-37.4603972018732,"Wild","","Euarchontoglires"
"3242","Mastomys awashensis",445489,"Muridae","Rodentia",49.89,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3243","Mastomys azrek",7654753,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3244","Mastomys colberti",7654754,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3245","Mastomys coucha",216878,"Muridae","Rodentia",43.5,1,"Yes",-8.65,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9198891837542,-11.9915301953962,"Wild","","Euarchontoglires"
"3246","Mastomys erythroleucus",185326,"Muridae","Rodentia",56.15,1,"Yes",9.42,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.5066908673165,11.959606406672,"Wild","","Euarchontoglires"
"3247","Mastomys hildebrandtii",848917,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3248","Mastomys huberti",911452,"Muridae","Rodentia",49.89,0,"Yes",8.367,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,16.0401227087211,"Wild","","Euarchontoglires"
"3249","Mastomys kollmannspergeri",481169,"Muridae","Rodentia",55.39,2,"Yes",10.9,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11.0016965084064,"Wild","","Euarchontoglires"
"3250","Mastomys natalensis",271584,"Muridae","Rodentia",54.54,1,"Yes",-6.7699,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1062759383258,-8.23853077500021,"Wild","","Euarchontoglires"
"3251","Mastomys pernanus",143562,"Muridae","Rodentia",52.33,2,"Yes",-2.51667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,-2.50108589298885,"Wild","","Euarchontoglires"
"3252","Mastomys shortridgei",3608621,"Muridae","Rodentia",46.5,1,"Yes",-18.35,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-18.0113479632783,"Wild","","Euarchontoglires"
"3253","Mastomys somereni",7654755,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3254","Mastomys verheyeni",143558,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3255","Maxomys alticola",3608776,"Muridae","Rodentia",90,1,"Yes",6.0801,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,6.00367070586001,"Wild","","Euarchontoglires"
"3256","Maxomys baeodon",3608778,"Muridae","Rodentia",69.8,1,"Yes",2.132664,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,3,"Wild","","Euarchontoglires"
"3257","Maxomys bartelsii",976849,"Muridae","Rodentia",102,1,"Yes",-6.75,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,-7.00107163467528,"Wild","","Euarchontoglires"
"3258","Maxomys dollmani",3608779,"Muridae","Rodentia",120,1,"Yes",-2.49369,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-3.00045740230188,"Wild","","Euarchontoglires"
"3259","Maxomys hellwaldii",995490,"Muridae","Rodentia",203,1,"Yes",-0.65008,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.570880971105,-1.00119824039863,"Wild","","Euarchontoglires"
"3260","Maxomys hylomyoides",3608773,"Muridae","Rodentia",56.6,1,"Yes",-1.70639,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,-1,"Wild","","Euarchontoglires"
"3261","Maxomys inas",3608777,"Muridae","Rodentia",90,1,"Yes",4.52,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5,"Wild","","Euarchontoglires"
"3262","Maxomys inflatus",3608774,"Muridae","Rodentia",152,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3263","Maxomys moi",771546,"Muridae","Rodentia",147,1,"Yes",15.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.000000000001,15.0023386074298,"Wild","","Euarchontoglires"
"3264","Maxomys musschenbroekii",629668,"Muridae","Rodentia",84.8,1,"Yes",0.7589,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.498397537026,-1.2534767573473,"Wild","","Euarchontoglires"
"3265","Maxomys ochraceiventer",629665,"Muridae","Rodentia",97,1,"Yes",2.67,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,4.0024421496998,"Wild","","Euarchontoglires"
"3266","Maxomys pagensis",629659,"Muridae","Rodentia",196,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3267","Maxomys panglima",3608780,"Muridae","Rodentia",189,1,"Yes",8.813031,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.00821862918,10.018502785032,"Wild","","Euarchontoglires"
"3268","Maxomys rajah",629662,"Muridae","Rodentia",150.25,1,"Yes",2.85,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.399414622615,3.00265580898182,"Wild","","Euarchontoglires"
"3269","Maxomys tajuddinii",5340679,"Muridae","Rodentia",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3270","Maxomys wattsi",629671,"Muridae","Rodentia",147,1,"Yes",-1.188631,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-1,"Wild","","Euarchontoglires"
"3271","Maxomys whiteheadi",606407,"Muridae","Rodentia",56.01,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires"
"3272","Mazama bororo",1063456,"Cervidae","Artiodactyla",18809.87,0,"Yes",-19.901389,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-19,"Wild","","Laurasiatheria"
"3273","Mazama bricenii",3611952,"Cervidae","Artiodactyla",16499.85,1,"Yes",6.47,"Vulnerable","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,7,"Wild","","Laurasiatheria"
"3274","Mazama chunyi",3611953,"Cervidae","Artiodactyla",16499.85,1,"Yes",-12.563333,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.9999999999993,-11.0016965084063,"Wild","","Laurasiatheria"
"3275","Mazama gouazoupira",15447,"Cervidae","Artiodactyla",16633.17,1,"Yes",NA,"Least Concern","food_human","pets_display_animals_horticulture","sport_hunting_specimen_collecting","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"3276","Mazama nana",1063460,"Cervidae","Artiodactyla",16499.85,1,"Yes",-25.69074,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.9999999999999,-26.0170349623016,"Wild","","Laurasiatheria"
"3277","Mazama nemorivaga",336838,"Cervidae","Artiodactyla",NA,NA,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"3278","Mazama rufina",716968,"Cervidae","Artiodactyla",25999.8,1,"Yes",4.461,"Vulnerable","food_human","other_household_goods","research","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.3816627653538,2.23967906895742,"Wild","","Laurasiatheria"
"3279","Mazama sarae",7655673,"Cervidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
"3280","Mazama sheila",7655674,"Cervidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria"
