"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","logh","logh1","logmass","x","y","status","domestication","clade"
"1937","Equus ferus","ferus","Equus",273,4009,143,255,6,32,33,1.031,93,10,520756,"Equidae","Perissodactyla",NA,NA,"Yes",29.31,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.53147891704226,NA,-82.262358698676,28.8173352450651,NA,"Wild","Laurasiatheria"
"1938","Equus germanicus","germanicus","Equus",3,20,3,3,0,7,2,0.286,1,0,7656760,"Equidae","Perissodactyla",NA,NA,"Yes",51.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,10.1706328050775,52.5082748325109,"sibling_higher","Wild","Laurasiatheria"
"1939","Equus grevyi","grevyi","Equus",85,2829,62,81,1,47,23,0.489,40,5,1068209,"Equidae","Perissodactyla",407999.85,1,"Yes",0.54325,"Endangered","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.38021124171161,5.61066000342276,38.1104780714103,0.780537923271388,NA,"Wild","Laurasiatheria"
"1940","Equus neogeus","neogeus","Equus",26,251,17,23,3,29,10,0.345,11,4,918736,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1941","Equus oldowayensis","oldowayensis","Equus",4,45,3,4,0,40,4,0.1,2,3,7656764,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,NA,NA,NA,"sibling_higher","Wild","Laurasiatheria"
"1942","Equus ovodovi","ovodovi","Equus",6,31,6,6,0,10,3,0.3,1,2,785497,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1943","Equus penrecei","penrecei","Equus",0,0,0,0,0,NA,0,0,0,0,7656765,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,"sibling_higher","Wild","Laurasiatheria"
"1944","Equus phlegon","phlegon","Equus",0,0,0,0,0,NA,0,0,0,0,7656766,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,"sibling_higher","Wild","Laurasiatheria"
"1945","Equus przewalskii","przewalskii","Equus",184,4114,112,174,7,63,35,0.556,95,6,1068229,"Equidae","Perissodactyla",NA,NA,"Yes",50.583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.55630250076729,NA,10.8887333259254,51.4384344646747,NA,"Wild","Laurasiatheria"
"1946","Equus stenosis","stenosis","Equus",0,0,0,0,0,NA,0,0,0,0,7656768,"Equidae","Perissodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,"sibling_higher","Wild","Laurasiatheria"
"1947","Equus taubachensis","taubachensis","Equus",4,124,4,4,0,26,4,0.154,4,0,7656770,"Equidae","Perissodactyla",NA,NA,"Yes",50.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,NA,11,51,"sibling_higher","Wild","Laurasiatheria"
"1948","Eremodipus lichtensteini","lichtensteini","Eremodipus",0,0,0,0,0,NA,0,0,0,0,85025,"Dipodidae","Rodentia",51,1,"Yes",45,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.70757017609794,77,45,NA,"Wild","Euarchontoglires"
"1949","Eremoryzomys polius","polius","Eremoryzomys",2,94,2,2,0,10,2,0.2,1,0,1035611,"Cricetidae","Rodentia",NA,NA,"Yes",-6.82783,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,-77,-7.00107163467528,NA,"Wild","Euarchontoglires"
"1950","Erethizon dorsatum","dorsatum","Erethizon",362,10318,190,329,21,77,51,0.662,229,5,848921,"Erethizontidae","Rodentia",7085.33,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.7160033436348,3.85036008236633,NA,NA,NA,"Wild","Euarchontoglires"
"1951","Erethizon dorsatus","dorsatus","Erethizon",5,20,4,5,0,139,3,0.022,0,0,3609645,"Erethizontidae","Rodentia",NA,NA,"Yes",46.0049165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,-110.669757257105,49.6553304086999,NA,"Wild","Euarchontoglires"
"1952","Erignathus barbatus","barbatus","Erignathus",182,5588,85,170,5,55,43,0.782,117,9,931413,"Phocidae","Carnivora",280000,1,"Yes",66.066667,"Least Concern","food_human","handicrafts_jewellery","other_household_goods","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.64345267648619,5.44715803134222,-165.632750602644,65.6138705892199,NA,"Wild","Laurasiatheria"
"1953","Erinaceus amurensis","amurensis","Erinaceus",15,45,12,15,0,43,4,0.093,2,3,125319,"Erinaceidae","Erinaceomorpha",571.88,2,"Yes",37.5667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,2.75730490850415,119.988651437051,33.0397336923329,NA,"Wild","Laurasiatheria"
"1954","Erinaceus calligoni","calligoni","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656508,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1955","Erinaceus danubicus","danubicus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146583,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1956","Erinaceus davidi","davidi","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656509,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1957","Erinaceus dealbatus","dealbatus","Erinaceus",1,11,1,1,0,34,1,0.029,1,0,7656510,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1958","Erinaceus ecaudatus","ecaudatus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,321809,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1959","Erinaceus europaeus","europaeus","Erinaceus",641,9639,314,615,13,119,47,0.395,273,12,796660,"Erinaceidae","Erinaceomorpha",771,1,"Yes",52.05,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.68124123737559,2.88705437805096,12.4427964198881,55.0900997608416,NA,"Wild","Laurasiatheria"
"1960","Erinaceus fallax","fallax","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656511,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1961","Erinaceus grayii","grayii","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656512,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1962","Erinaceus hanensis","hanensis","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146584,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1963","Erinaceus hindei","hindei","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656513,"Erinaceidae","Erinaceomorpha",NA,NA,"Yes",-1.283333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,37,-1,NA,"Wild","Laurasiatheria"
"1964","Erinaceus jerdoni","jerdoni","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656514,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1965","Erinaceus kreyenbergi","kreyenbergi","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146585,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1966","Erinaceus krugi","krugi","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146586,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1967","Erinaceus macracanthus","macracanthus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656515,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1968","Erinaceus mentalis","mentalis","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656516,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1969","Erinaceus miodon","miodon","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656517,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1970","Erinaceus nesiotes","nesiotes","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656518,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1971","Erinaceus niger","niger","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656519,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1972","Erinaceus roumanicus","roumanicus","Erinaceus",48,383,38,45,2,55,9,0.164,9,4,1089938,"Erinaceidae","Erinaceomorpha",744.55,0,"Yes",48.8160125,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,2.87189386796456,24.3366546732254,47.4275792208939,NA,"Wild","Laurasiatheria"
"1973","Erinaceus sclateri","sclateri","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656520,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1974","Erinaceus sharonis","sharonis","Erinaceus",1,15,1,1,0,51,1,0.02,1,0,7656521,"Erinaceidae","Erinaceomorpha",NA,NA,"Yes",32.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,35,33,NA,"Wild","Laurasiatheria"
"1975","Erinaceus sibiricus","sibiricus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146588,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1976","Erinaceus spatangus","spatangus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656522,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1977","Erinaceus spiculus","spiculus","Erinaceus",0,0,0,0,0,NA,0,0,0,0,7656523,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1978","Erinaceus tschifuensis","tschifuensis","Erinaceus",0,0,0,0,0,NA,0,0,0,0,6146589,"Erinaceidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1979","Eropeplus canus","canus","Eropeplus",5,54,2,4,0,27,4,0.148,3,0,3610726,"Muridae","Rodentia",73.96,2,"Yes",-2.8181,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.86899690248714,120.333062424702,-2.33451692538573,NA,"Wild","Euarchontoglires"
"1980","Erophylla bombifrons","bombifrons","Erophylla",9,149,6,9,0,53,7,0.132,6,0,120236,"Phyllostomidae","Chiroptera",16.28,1,"Yes",18.3,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.903089986991944,1.21165440055318,-69.3301936690493,18.6743369977862,NA,"Wild","Laurasiatheria"
"1981","Erophylla sezekorni","sezekorni","Erophylla",15,215,11,15,0,23,8,0.348,8,2,534168,"Phyllostomidae","Chiroptera",15.8,1,"Yes",18.41543,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.954242509439325,1.19865708695442,-74.6496820150622,21.0015898947734,NA,"Wild","Laurasiatheria"
"1982","Erythrocebus albigenis","albigenis","Erythrocebus",0,0,0,0,0,NA,0,0,0,0,7655030,"Cercopithecidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Euarchontoglires"
"1983","Erythrocebus patas","patas","Erythrocebus",553,11872,290,526,11,100,53,0.53,285,8,268326,"Cercopithecidae","Primates",8090,1,"Yes",11.30054,NA,"food_human","research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72427586960079,1.73239375982297,3.90794852161227,-13.63385212263,13.5523686741521,NA,"Wild","Euarchontoglires"
"1984","Erythrocebus poliophaeus","poliophaeus","Erythrocebus",1,3,1,1,0,4,1,0.25,0,1,7655031,"Cercopithecidae","Primates",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"1985","Eschrichtius pusillus","pusillus","Eschrichtius",0,0,0,0,0,NA,0,0,0,0,7655850,"Eschrichtiidae","Artiodactyla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"1986","Eschrichtius robustus","robustus","Eschrichtius",321,7228,145,278,10,156,44,0.282,182,11,800320,"Eschrichtiidae","Cetacea",28500000,1,"Yes",26.853868,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64345267648619,1.65321251377534,7.45484486000851,-118.247697135858,36.3715946025035,NA,"Wild","Laurasiatheria"
"1987","Eubalaena australis","australis","Eubalaena",246,4531,108,218,9,57,35,0.614,122,11,699249,"Balaenidae","Cetacea",2.3e+07,1,"Yes",-38.4088,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.55630250076729,7.36172783601759,138.360164158025,-35.3799708188259,NA,"Wild","Laurasiatheria"
"1988","Eubalaena glacialis","glacialis","Eubalaena",382,12152,133,346,5,112,57,0.509,248,13,397247,"Balaenidae","Cetacea",2.3e+07,1,"Yes",44.589333,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.76342799356294,7.36172783601759,-69.1148603052139,41.1392526784913,NA,"Wild","Laurasiatheria"
"1989","Eubalaena japonica","japonica","Eubalaena",50,865,25,39,4,17,17,1,25,5,1072344,"Balaenidae","Cetacea",2.3e+07,0,"Yes",41,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.25527250510331,7.36172783601759,-119.01177707124,34.0235600163586,NA,"Wild","Laurasiatheria"
"1990","Euchoreutes naso","naso","Euchoreutes",7,46,6,7,0,17,3,0.176,1,1,752189,"Dipodidae","Rodentia",24.14,1,"Yes",43.358075,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.38273726576133,99.6591297322208,43.6976614389122,NA,"Wild","Euarchontoglires"
"1991","Euderma maculatum","maculatum","Euderma",30,520,15,27,0,50,10,0.2,10,0,76925,"Vespertilionidae","Chiroptera",15.66,1,"Yes",35.82806,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,1.19479175772192,-112.269568556087,36.679143523101,NA,"Wild","Laurasiatheria"
"1992","Eudiscoderma thongareeae","thongareeae","Eudiscoderma",0,0,0,0,0,NA,0,0,0,0,6146424,"Megadermatidae","Chiroptera",NA,NA,"Yes",5.7986415,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,101,5,NA,"Wild","Laurasiatheria"
"1993","Eudiscopus denticulus","denticulus","Eudiscopus",2,3,2,2,0,21,1,0.048,0,0,388462,"Vespertilionidae","Chiroptera",9.56,2,"Yes",12.194,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.9804578922761,107,12.0074234947157,NA,"Wild","Laurasiatheria"
"1994","Eudorcas rufifrons","rufifrons","Eudorcas",11,177,11,0,0,44,6,0.136,3,1,702506,"Bovidae","Artiodactyla",26999.77,1,"Yes",12.076329,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,4.43136006459764,2.33498469893667,11.6734121743135,NA,"Wild","Laurasiatheria"
"1995","Eudorcas rufina","rufina","Eudorcas",0,0,0,0,0,NA,0,0,0,0,3611674,"Bovidae","Artiodactyla",40000,1,"Yes",34.85684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,4.60205999132796,5,35,NA,"Wild","Laurasiatheria"
"1996","Eudorcas thomsonii","thomsonii","Eudorcas",13,37,10,13,0,6,4,0.667,1,3,702522,"Bovidae","Artiodactyla",22907.43,1,"Yes",-1.367,"Least Concern","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,4.35997636813195,36.8759065297693,-0.751410215714246,NA,"Wild","Laurasiatheria"
"1997","Eulemur albifrons","albifrons","Eulemur",19,392,13,17,0,26,10,0.385,10,3,259258,"Lemuridae","Primates",2300,1,"Yes",-15.511965,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,3.36172783601759,50,-15.0023386074297,NA,"Wild","Euarchontoglires"
"1998","Eulemur cinereiceps","cinereiceps","Eulemur",5,65,5,5,0,16,4,0.25,4,0,975685,"Lemuridae","Primates",2114.06,0,"Yes",-22.030774,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,3.32511730903533,47,-23,NA,"Wild","Euarchontoglires"
"1999","Eulemur coronatus","coronatus","Eulemur",36,663,25,34,2,43,15,0.349,22,3,394965,"Lemuridae","Primates",1650,1,"Yes",-12.9081115,"Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.20411998265592,3.21748394421391,48.0000000000002,-19.0030052338495,NA,"Wild","Euarchontoglires"
"2000","Eulemur flavifrons","flavifrons","Eulemur",33,420,23,30,2,24,13,0.542,15,3,114057,"Lemuridae","Primates",NA,NA,"Yes",-14.203074,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.14612803567824,NA,48,-15.0023386074297,NA,"Wild","Euarchontoglires"
"2001","Eulemur mongoz","mongoz","Eulemur",66,1353,40,60,5,120,21,0.175,38,6,696004,"Lemuridae","Primates",1600,1,"Yes",-16.192386,"Critically Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.34242268082221,3.20411998265593,46.3358593402253,-17.6770183483975,NA,"Wild","Euarchontoglires"
"2002","Eulemur rubriventer","rubriventer","Eulemur",66,1760,33,59,3,120,27,0.225,42,6,696007,"Lemuridae","Primates",1400,1,"Yes",-19.0774775,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136376415899,1.44715803134222,3.14612803567824,47.848333228252,-18.7735991842487,NA,"Wild","Euarchontoglires"
"2003","Eulemur rufifrons","rufifrons","Eulemur",33,313,19,32,1,64,10,0.156,11,6,3607541,"Lemuridae","Primates",NA,NA,"Yes",-21.276891,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,NA,46.0070673307133,-22.0424052393773,NA,"Wild","Euarchontoglires"
"2004","Eulemur rufus","rufus","Eulemur",58,2274,21,53,2,29,31,1.069,52,1,22554,"Lemuridae","Primates",2394.62,1,"Yes",-21.35,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.50514997831991,3.37923660543459,44.9999999999999,-18.0113479632782,NA,"Wild","Euarchontoglires"
"2005","Eulemur sanfordi","sanfordi","Eulemur",41,512,34,40,1,123,13,0.106,15,3,671251,"Lemuridae","Primates",2394.03,1,"Yes",-12.668725,"Endangered","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.14612803567824,3.37912958832303,49,-13,NA,"Wild","Euarchontoglires"
"2006","Eumetopias elongatus","elongatus","Eumetopias",0,0,0,0,0,NA,0,0,0,0,7656062,"Otariidae","Carnivora",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"2007","Eumetopias jubatus","jubatus","Eumetopias",560,13799,192,527,16,43,60,1.395,323,8,949686,"Otariidae","Carnivora",310000,1,"Yes",57.088989,NA,"food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.78532983501077,5.49136169383427,-143.490619184421,53.9055457634807,NA,"Wild","Laurasiatheria"
"2008","Eumops auripendulus","auripendulus","Eumops",7,136,7,7,0,19,6,0.316,5,0,842476,"Molossidae","Chiroptera",28.45,1,"Yes",4.15,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,1.45408227073109,-74.4269238277554,3.86376705325075,NA,"Wild","Laurasiatheria"
"2009","Eumops chimaera","chimaera","Eumops",0,0,0,0,0,NA,0,0,0,0,5925635,"Molossidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"2010","Eumops chiribaya","chiribaya","Eumops",1,2,1,1,0,3,1,0.333,0,1,6146425,"Molossidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Laurasiatheria"
"2011","Eumops dabbenei","dabbenei","Eumops",6,116,5,5,0,13,5,0.385,3,0,779246,"Molossidae","Chiroptera",104.35,1,"Yes",-24.9468,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,2.01849245340147,-60.9999999999994,-30.020165612362,NA,"Wild","Laurasiatheria"
