"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin","sum_gtrends","log_sumgtrends","h_conserv","logh1_conserv","gtrends_bin"
"1384","Crocuta spelaea",7656181,"Hyaenidae","Carnivora",NA,NA,"Yes",51.383333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95168985649383,51.3034901416503,"Wild","","Laurasiatheria","spelaea","Crocuta",64,686,43,61,1,67,15,0.224,26,5,1.20411998265592,NA,NA,0,3,0,0,0,0,0
"1385","Crossarchus alexandri",858557,"Herpestidae","Carnivora",1500,1,"Yes",0.46667,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3.00045740230187,"Wild","","Laurasiatheria","alexandri","Crossarchus",1,2,1,1,0,7,1,0.143,0,0,0.301029995663981,3.17609125905568,1,1,3,0,0,0,0,0
"1386","Crossarchus obscurus",1088410,"Herpestidae","Carnivora",1250,1,"Yes",6.6,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89019182106199,7.6198240850939,"Partially-domesticated","","Laurasiatheria","obscurus","Crossarchus",6,93,6,6,0,90,3,0.033,3,0,0.602059991327962,3.09691001300806,1,1,2,273,2.43775056282039,1,0.301029995663981,1
"1387","Crossarchus platycephalus",706189,"Herpestidae","Carnivora",1250,1,"Yes",6.91296,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.00107163467525,"Wild","","Laurasiatheria","platycephalus","Crossarchus",2,4,2,2,0,37,1,0.027,0,1,0.301029995663981,3.09691001300806,1,1,3,0,0,1,0.301029995663981,0
"1388","Crossomys moncktoni",692529,"Muridae","Rodentia",165,1,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","moncktoni","Crossomys",0,0,0,0,0,NA,0,0,0,0,0,2.21748394421391,1,1,3,0,0,0,0,0
"1389","Crunomys celebensis",3608741,"Muridae","Rodentia",55,1,"Yes",-2.88283,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,-3,"Wild","","Euarchontoglires","celebensis","Crunomys",1,1,1,1,0,7,1,0.143,0,0,0.301029995663981,1.74036268949424,NA,0,3,0,0,0,0,0
"1390","Crunomys fallax",3608742,"Muridae","Rodentia",37.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","fallax","Crunomys",0,0,0,0,0,NA,0,0,0,0,0,1.57403126772772,NA,0,3,0,0,0,0,0
"1391","Crunomys melanius",631023,"Muridae","Rodentia",42.5,1,"Yes",7.269165,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,8.00490832203993,"Wild","","Euarchontoglires","melanius","Crunomys",1,9,1,1,0,10,1,0.1,0,0,0.301029995663981,1.62838893005031,1,0,3,0,0,0,0,0
"1392","Crunomys suncoides",631030,"Muridae","Rodentia",44.42,0,"Yes",8.4271,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,9,"Wild","","Euarchontoglires","suncoides","Crunomys",0,0,0,0,0,NA,0,0,0,0,0,1.64757855421246,NA,0,3,0,0,0,0,0
"1393","Cryptochloris wintoni",702185,"Chrysochloridae","Afrosoricida",25,0,"Yes",-30.4,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-31,"Wild","","Afrotheria","wintoni","Cryptochloris",0,0,0,0,0,NA,0,0,0,0,0,1.39794000867204,4,0,3,0,0,0,0,0
"1394","Cryptochloris zyli",3607176,"Chrysochloridae","Afrosoricida",25,1,"Yes",-32.077077,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,-33,"Wild","","Afrotheria","zyli","Cryptochloris",2,14,2,2,0,20,1,0.05,1,0,0.301029995663981,1.39794000867204,3,0,3,0,0,1,0.301029995663981,0
"1395","Cryptomys anomalus",568508,"Bathyergidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","anomalus","Cryptomys",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1396","Cryptomys holosericeus",568507,"Bathyergidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","holosericeus","Cryptomys",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1397","Cryptomys kummi",7654473,"Bathyergidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","kummi","Cryptomys",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1398","Cryptonanus agricolai",3606702,"Didelphidae","Didelphimorphia",18.9,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","agricolai","Cryptonanus",4,53,3,4,0,11,2,0.182,2,1,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"1399","Cryptonanus chacoensis",972316,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-27.47538,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.0000000000005,-28.0185711887024,"Wild","","Marsupials & monotremes","chacoensis","Cryptonanus",3,18,3,3,0,7,2,0.286,1,1,0.477121254719662,NA,1,0,3,0,0,0,0,0
"1400","Cryptonanus guahybae",3606701,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","guahybae","Cryptonanus",5,25,3,5,0,10,3,0.3,1,1,0.602059991327962,NA,NA,0,3,0,0,0,0,0
"1401","Cryptonanus ignitus",3606703,"Didelphidae","Didelphimorphia",NA,NA,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","ignitus","Cryptonanus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1402","Cryptonanus unduaviensis",972317,"Didelphidae","Didelphimorphia",NA,NA,"Yes",-13.1249985,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.9999999999999,-17.0026683611808,"Wild","","Marsupials & monotremes","unduaviensis","Cryptonanus",2,18,2,2,0,6,2,0.333,1,0,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"1403","Cryptoprocta ferox",768514,"Eupleridae","Carnivora",9500,1,"Yes",-20.0671935,"Vulnerable","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6632028524639,-23.6808839089493,"Wild","","Laurasiatheria","ferox","Cryptoprocta",54,1366,33,49,0,52,22,0.423,32,3,1.36172783601759,3.97772360528885,2,1,3,1058,3.02489596010748,11,1.07918124604762,1
"1404","Cryptotis alticolus",3614391,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","alticolus","Cryptotis",1,10,1,1,0,2,1,0.5,1,1,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1405","Cryptotis brachyonyx",3614379,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","brachyonyx","Cryptotis",1,8,1,1,0,18,1,0.056,0,0,0.301029995663981,0.887617300335736,NA,0,3,0,0,0,0,0
"1406","Cryptotis celaque",7067967,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","celaque","Cryptotis",1,6,1,1,0,6,1,0.167,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1407","Cryptotis colombiana",3614398,"Soricidae","Soricomorpha",7.72,0,"Yes",5.88655906245325,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.9999999999998,6.00367070585998,"Wild","","Laurasiatheria","colombiana","Cryptotis",3,36,2,2,1,25,3,0.12,2,0,0.602059991327962,0.887617300335736,1,0,3,0,0,0,0,0
"1408","Cryptotis endersi",3614376,"Soricidae","Eulipotyphla",8,1,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","endersi","Cryptotis",2,9,2,2,0,19,2,0.105,0,1,0.477121254719662,0.903089986991944,3,0,3,0,0,1,0.301029995663981,0
"1409","Cryptotis equatoris",3614397,"Soricidae","Soricomorpha",7.72,0,"Yes",-0.339591716408418,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-1.00015234351659,"Wild","","Laurasiatheria","equatoris","Cryptotis",2,131,2,2,0,12,2,0.167,1,0,0.477121254719662,0.887617300335736,1,0,3,0,0,1,0.301029995663981,0
"1410","Cryptotis evaristoi",7067968,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","evaristoi","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1411","Cryptotis goldmani",638156,"Soricidae","Soricomorpha",8,1,"Yes",17.340444,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.677715287822,18.692586819346,"Wild","","Laurasiatheria","goldmani","Cryptotis",5,50,5,5,0,11,3,0.273,2,1,0.602059991327962,0.903089986991944,1,0,3,0,0,0,0,0
"1412","Cryptotis goodwini",3614378,"Soricidae","Soricomorpha",7,1,"Yes",14.86667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.2016068296938,15.4072128875206,"Wild","","Laurasiatheria","goodwini","Cryptotis",6,80,5,5,0,18,5,0.278,4,0,0.778151250383644,0.845098040014257,1,0,3,0,0,1,0.301029995663981,0
"1413","Cryptotis gracilis",181053,"Soricidae","Soricomorpha",7,1,"Yes",9.567,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.0000000000002,10.0061581575148,"Wild","","Laurasiatheria","gracilis","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,0.845098040014257,1,0,3,0,0,0,0,0
"1414","Cryptotis griseoventris",3614381,"Soricidae","Soricomorpha",7.72,0,"Yes",16.720361,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.3355620569268,15.6757927476775,"Wild","","Laurasiatheria","griseoventris","Cryptotis",5,24,4,5,0,15,2,0.133,1,0,0.477121254719662,0.887617300335736,3,0,3,0,0,1,0.301029995663981,0
"1415","Cryptotis hondurensis",3614385,"Soricidae","Soricomorpha",5,1,"Yes",14.63335,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87,15,"Wild","","Laurasiatheria","hondurensis","Cryptotis",1,39,1,1,0,28,1,0.036,1,0,0.301029995663981,0.698970004336019,NA,0,3,0,0,0,0,0
"1416","Cryptotis lacertosus",5925653,"Soricidae","Soricomorpha",NA,NA,"Yes",15.8101,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,15,"Wild","","Laurasiatheria","lacertosus","Cryptotis",1,18,1,1,0,10,1,0.1,1,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1417","Cryptotis magnus",638158,"Soricidae","Eulipotyphla",7,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","magnus","Cryptotis",3,52,3,2,1,28,2,0.071,2,1,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"1418","Cryptotis mam",5925654,"Soricidae","Soricomorpha",NA,NA,"Yes",15.5546,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,15,"Wild","","Laurasiatheria","mam","Cryptotis",1,18,1,1,0,10,1,0.1,1,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1419","Cryptotis mayensis",3614374,"Soricidae","Soricomorpha",5,1,"Yes",20.358721,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.3251457982757,19.0270765580755,"Wild","","Laurasiatheria","mayensis","Cryptotis",3,60,3,3,0,28,3,0.107,2,0,0.602059991327962,0.698970004336019,1,0,3,0,0,0,0,0
"1420","Cryptotis mccarthyi",7067969,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","mccarthyi","Cryptotis",1,6,1,1,0,6,1,0.167,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1421","Cryptotis medellinia",3614380,"Soricidae","Soricomorpha",7.72,0,"Yes",5.7180441249065,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.9999999999998,6.00367070585998,"Wild","","Laurasiatheria","medellinia","Cryptotis",1,15,1,0,1,18,1,0.056,1,0,0.301029995663981,0.887617300335736,1,0,3,0,0,0,0,0
"1422","Cryptotis mera",3614395,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","mera","Cryptotis",2,52,2,2,0,28,2,0.071,2,0,0.477121254719662,0.887617300335736,NA,0,3,0,0,0,0,0
"1423","Cryptotis meridensis",3614399,"Soricidae","Soricomorpha",11.57,1,"Yes",8.58,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.0000000000002,7.00107163467528,"Wild","","Laurasiatheria","meridensis","Cryptotis",8,344,8,8,0,26,6,0.231,5,1,0.845098040014257,1.06333335895175,2,0,3,0,0,1,0.301029995663981,0
"1424","Cryptotis merriami",3614384,"Soricidae","Soricomorpha",7.72,0,"Yes",15.181,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.4039124933061,15.0135796005848,"Wild","","Laurasiatheria","merriami","Cryptotis",5,73,5,3,0,28,4,0.143,2,0,0.698970004336019,0.887617300335736,1,0,3,0,0,0,0,0
"1425","Cryptotis mexicanus",412409,"Soricidae","Eulipotyphla",7,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","mexicanus","Cryptotis",11,147,10,11,0,21,6,0.286,6,2,0.845098040014257,NA,NA,0,3,0,0,1,0.301029995663981,0
"1426","Cryptotis montivagus",3614392,"Soricidae","Eulipotyphla",11.3,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","montivagus","Cryptotis",4,29,3,3,0,29,4,0.138,0,1,0.698970004336019,NA,NA,0,3,0,0,0,0,0
"1427","Cryptotis nelsoni",997404,"Soricidae","Soricomorpha",7.72,0,"Yes",18.547778,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95,19,"Wild","","Laurasiatheria","nelsoni","Cryptotis",2,9,2,2,0,11,1,0.091,0,1,0.301029995663981,0.887617300335736,4,0,3,323,2.51054501020661,1,0.301029995663981,1
"1428","Cryptotis niausa",7067970,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","niausa","Cryptotis",2,11,2,2,0,7,2,0.286,0,1,0.477121254719662,NA,NA,0,3,0,0,0,0,0
"1429","Cryptotis nigrescens",248585,"Soricidae","Soricomorpha",7.65,1,"Yes",10.309927,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.0844747385278,17.0435449494787,"Wild","","Laurasiatheria","nigrescens","Cryptotis",9,96,7,8,1,34,6,0.176,3,1,0.845098040014257,0.883661435153618,1,0,3,0,0,1,0.301029995663981,0
"1430","Cryptotis obscurus",3614390,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","obscurus","Cryptotis",1,5,1,1,0,3,1,0.333,0,1,0.301029995663981,NA,NA,0,3,0,0,1,0.301029995663981,0
"1431","Cryptotis olivaceus",7656653,"Soricidae","Soricomorpha",NA,NA,"Yes",15.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89,15,"Wild","","Laurasiatheria","olivaceus","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1432","Cryptotis oreoryctes",5925655,"Soricidae","Soricomorpha",NA,NA,"Yes",15.3858,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,15,"Wild","","Laurasiatheria","oreoryctes","Cryptotis",1,8,1,0,0,10,1,0.1,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1433","Cryptotis orophilus",3614382,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","orophilus","Cryptotis",1,16,1,1,0,9,1,0.111,1,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1434","Cryptotis parvus",86246,"Soricidae","Eulipotyphla",4.98,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","parvus","Cryptotis",112,1626,68,106,4,51,22,0.431,50,4,1.36172783601759,NA,NA,0,3,0,0,3,0.602059991327962,0
"1435","Cryptotis peregrinus",3614375,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","peregrinus","Cryptotis",1,21,1,1,0,21,1,0.048,1,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"1436","Cryptotis peruviensis",3614396,"Soricidae","Eulipotyphla",7.72,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","peruviensis","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,0.887617300335736,NA,0,3,0,0,0,0,0
"1437","Cryptotis phillipsii",3614393,"Soricidae","Soricomorpha",7.72,0,"Yes",16.078056,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97,17,"Wild","","Laurasiatheria","phillipsii","Cryptotis",2,33,2,2,0,21,2,0.095,2,0,0.477121254719662,0.887617300335736,2,0,3,0,0,0,0,0
"1438","Cryptotis pseudagyrtes",6146639,"Soricidae","Eulipotyphla",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Laurasiatheria","pseudagyrtes","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1439","Cryptotis squamipes",3614377,"Soricidae","Soricomorpha",11,1,"Yes",4.079305,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,4.0024421496998,"Wild","","Laurasiatheria","squamipes","Cryptotis",0,0,0,0,0,NA,0,0,0,0,0,1.04139268515822,1,0,3,0,0,0,0,0
"1440","Cryptotis tamensis",3614388,"Soricidae","Soricomorpha",7.72,0,"Yes",7.345556,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,7,"Wild","","Laurasiatheria","tamensis","Cryptotis",1,20,1,1,0,19,1,0.053,1,0,0.301029995663981,0.887617300335736,1,0,3,0,0,0,0,0
"1441","Cryptotis thomasi",3614386,"Soricidae","Soricomorpha",12.6,1,"Yes",4.6,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74,6.00367070585999,"Wild","","Laurasiatheria","thomasi","Cryptotis",8,100,6,7,1,25,6,0.24,5,2,0.845098040014257,1.10037054511756,1,0,3,0,0,2,0.477121254719662,0
"1442","Cryptotis tropicalis",3614383,"Soricidae","Soricomorpha",7.72,0,"Yes",15.483,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.9949937400944,16.0100146374084,"Wild","","Laurasiatheria","tropicalis","Cryptotis",1,8,1,0,0,10,1,0.1,0,0,0.301029995663981,0.887617300335736,NA,0,3,0,0,0,0,0
"1443","Ctenodactylus gundi",692686,"Ctenodactylidae","Rodentia",289,1,"Yes",32.68,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49167738611711,34.5378995722823,"Wild","","Euarchontoglires","gundi","Ctenodactylus",34,571,28,32,1,43,10,0.233,11,1,1.04139268515822,2.46089784275655,1,0,3,370,2.56937390961505,0,0,1
"1444","Ctenodactylus vali",506987,"Ctenodactylidae","Rodentia",175,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","vali","Ctenodactylus",8,115,7,8,0,40,6,0.15,4,0,0.845098040014257,2.24303804868629,NA,0,3,0,0,0,0,0
"1445","Ctenomys andersoni",7654505,"Ctenomyidae","Rodentia",NA,NA,"Yes",-19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63,-19,"Wild","","Euarchontoglires","andersoni","Ctenomys",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"1446","Ctenomys argentinus",811146,"Ctenomyidae","Rodentia",221.3,1,"Yes",-27.333333,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.3295593589498,-26.3489800433745,"Wild","","Euarchontoglires","argentinus","Ctenomys",1,31,1,1,0,33,1,0.03,1,0,0.301029995663981,2.34498141392726,NA,0,3,0,0,0,0,0
"1447","Ctenomys australis",270436,"Ctenomyidae","Rodentia",361.5,1,"Yes",-38.851846,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,-39,"Wild","","Euarchontoglires","australis","Ctenomys",27,458,22,26,1,33,14,0.424,16,1,1.17609125905568,2.55810830163055,3,0,3,0,0,0,0,0
"1448","Ctenomys azarae",91869,"Ctenomyidae","Rodentia",400,1,"Yes",-33.3885,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.9999999999999,-39.0070679488902,"Wild","","Euarchontoglires","azarae","Ctenomys",8,117,8,8,0,23,6,0.261,6,1,0.845098040014257,2.60205999132796,3,0,3,0,0,0,0,0
"1449","Ctenomys bergi",811145,"Ctenomyidae","Rodentia",259.74,0,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","bergi","Ctenomys",4,44,3,4,0,22,2,0.091,1,0,0.477121254719662,2.4145388361968,3,0,3,0,0,0,0,0
"1450","Ctenomys boliviensis",173061,"Ctenomyidae","Rodentia",535,1,"Yes",-17.88333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.0053412941701,-17.0187000276564,"Wild","","Euarchontoglires","boliviensis","Ctenomys",5,93,5,5,0,31,4,0.129,3,0,0.698970004336019,2.72835378202123,1,0,3,0,0,1,0.301029995663981,0
"1451","Ctenomys bonettoi",612910,"Ctenomyidae","Rodentia",202.3,1,"Yes",-26.78,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59,-27,"Wild","","Euarchontoglires","bonettoi","Ctenomys",0,0,0,0,0,NA,0,0,0,0,0,2.3059958827708,3,0,3,0,0,0,0,0
"1452","Ctenomys brasiliensis",3609699,"Ctenomyidae","Rodentia",400,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","brasiliensis","Ctenomys",2,5,1,1,0,9,1,0.111,0,0,0.301029995663981,2.60205999132796,NA,0,3,0,0,0,0,0
"1453","Ctenomys budini",3609693,"Ctenomyidae","Rodentia",259.74,0,"Yes",-23.740745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-23,"Wild","","Euarchontoglires","budini","Ctenomys",0,0,0,0,0,NA,0,0,0,0,0,2.4145388361968,NA,0,3,0,0,0,0,0
"1454","Ctenomys colburni",685015,"Ctenomyidae","Rodentia",400,1,"Yes",-47.066666,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70,-41.0075873575488,"Wild","","Euarchontoglires","colburni","Ctenomys",3,4,3,2,0,11,2,0.182,0,1,0.477121254719662,2.60205999132796,NA,0,3,0,0,0,0,0
