"","genus_species","species","genus","publications","citations","journals","years_publishing","h","m","i10","h5","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y","clade","logh","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin"
"4938","Octodon pacificus","pacificus","Octodon",3,20,3,18,2,0.111,0,1,"Octodontidae","Rodentia",3609860,194.34,0,"Yes",-38.37,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-73,-39,"Euarchontoglires",0.301029995663981,0.477121254719662,2.28856219839382,4,0,3
"4939","Octodontomys gliroides","gliroides","Octodontomys",14,236,13,49,8,0.163,7,2,"Octodontidae","Rodentia",743021,150,1,"Yes",-23.578293,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-65.8034828751018,-23.4288386265459,"Euarchontoglires",0.903089986991944,0.954242509439325,2.17609125905568,1,0,3
"4940","Octomys mimax","mimax","Octomys",21,351,16,31,11,0.355,13,2,"Octodontidae","Rodentia",940752,131,1,"Yes",-30.083333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-67.6617999824238,-31.6866644863935,"Euarchontoglires",1.04139268515822,1.07918124604762,2.11727129565576,1,0,3
"4941","Odobenus rosmarus","rosmarus","Odobenus",440,9437,192,55,44,0.8,230,10,"Odobenidae","Carnivora",749644,825000,1,NA,NA,"Vulnerable","food_human","handicrafts_jewellery","other_household_goods","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",1.64345267648619,1.65321251377534,5.91645394854993,2,1,3
"4942","Odocoileus hemionus","hemionus","Odocoileus",1439,38403,305,75,87,1.16,824,15,"Cervidae","Artiodactyla",410149,54212.57,1,NA,NA,"Least Concern","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated",NA,NA,NA,"Laurasiatheria",1.93951925261862,1.94448267215017,4.73409999592406,1,1,2
"4943","Odocoileus speleus","speleus","Odocoileus",0,0,0,NA,0,0,0,0,"Cervidae","Artiodactyla",6146256,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"4944","Odocoileus virginianus","virginianus","Odocoileus",3952,85583,591,72,104,1.444,2149,21,"Cervidae","Artiodactyla",410145,55508.56,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated",NA,NA,NA,"Laurasiatheria",2.01703333929878,2.02118929906994,4.74435996103451,1,0,2
"4945","Oecomys auyantepui","auyantepui","Oecomys",5,256,5,20,4,0.2,2,0,"Cricetidae","Rodentia",496559,67.41,0,"Yes",4.61275,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-55.8013190993269,3.80332831216107,"Euarchontoglires",0.602059991327962,0.698970004336019,1.82872432713879,1,0,3
"4946","Oecomys bicolor","bicolor","Oecomys",12,202,11,26,8,0.308,7,1,"Cricetidae","Rodentia",548604,34,1,"Yes",-3.822466,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-74.9064464900235,0.00379543121539861,"Euarchontoglires",0.903089986991944,0.954242509439325,1.53147891704226,1,0,3
"4947","Oecomys catherinae","catherinae","Oecomys",5,32,5,10,3,0.3,2,1,"Cricetidae","Rodentia",715812,67.41,0,"Yes",-12.62,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-42,-19.0030052338494,"Euarchontoglires",0.477121254719662,0.602059991327962,1.82872432713879,1,0,3
"4948","Oecomys cleberi","cleberi","Oecomys",6,70,5,35,3,0.086,1,1,"Cricetidae","Rodentia",55029,73.4,1,"Yes",-18.1,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-48,-15.0023386074297,"Euarchontoglires",0.477121254719662,0.602059991327962,1.86569605991607,NA,0,3
"4949","Oecomys concolor","concolor","Oecomys",10,445,6,35,8,0.229,8,1,"Cricetidae","Rodentia",89851,61.55,1,"Yes",5.325,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-73.6701052088598,5.68470143802786,"Euarchontoglires",0.903089986991944,0.954242509439325,1.78922805726734,1,0,3
"4950","Oecomys flavicans","flavicans","Oecomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608215,73.4,1,"Yes",7.583333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-73.461522951087,6.86322122928612,"Euarchontoglires",-Inf,0,1.86569605991607,1,0,3
"4951","Oecomys franciscorum","franciscorum","Oecomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",7067269,NA,NA,"Yes",-18.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-57.0000000000001,-18.0113479632783,"Euarchontoglires",-Inf,0,NA,NA,0,3
"4952","Oecomys mamorae","mamorae","Oecomys",10,139,9,20,7,0.35,7,2,"Cricetidae","Rodentia",558724,62.5,1,"Yes",-17.383333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-64.9960081441606,-16.6204015641472,"Euarchontoglires",0.845098040014257,0.903089986991944,1.79588001734408,1,0,3
"4953","Oecomys paricola","paricola","Oecomys",6,50,6,20,2,0.1,2,1,"Cricetidae","Rodentia",496547,73.4,1,"Yes",-11.23,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-47.6644379430743,-15.6757927476774,"Euarchontoglires",0.301029995663981,0.477121254719662,1.86569605991607,NA,0,3
"4954","Oecomys phaeotis","phaeotis","Oecomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",3608214,73.4,1,"Yes",-13.100533,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-71,-12.0074234947157,"Euarchontoglires",-Inf,0,1.86569605991607,1,0,3
"4955","Oecomys rex","rex","Oecomys",1,14,1,28,1,0.036,1,0,"Cricetidae","Rodentia",79972,73.4,1,"Yes",3.617,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-53.667209035396,4.33563706315322,"Euarchontoglires",0,0.301029995663981,1.86569605991607,1,0,3
"4956","Oecomys roberti","roberti","Oecomys",4,37,3,10,2,0.2,1,1,"Cricetidae","Rodentia",548599,73.4,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.301029995663981,0.477121254719662,1.86569605991607,1,0,3
"4957","Oecomys rutilus","rutilus","Oecomys",2,6,2,9,1,0.111,0,0,"Cricetidae","Rodentia",795076,73.4,1,"Yes",4.083,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-54.5994138602876,3.80232912298031,"Euarchontoglires",0,0.301029995663981,1.86569605991607,1,0,3
"4958","Oecomys speciosus","speciosus","Oecomys",3,74,3,21,3,0.143,3,0,"Cricetidae","Rodentia",3608216,73.4,1,"Yes",9.32,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-64.3295022791344,9.01245392500068,"Euarchontoglires",0.477121254719662,0.602059991327962,1.86569605991607,1,0,3
"4959","Oecomys superans","superans","Oecomys",1,2,1,16,1,0.062,0,0,"Cricetidae","Rodentia",548601,73.4,1,"Yes",-1.533333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-76.3340569206415,-2.33890585678868,"Euarchontoglires",0,0.301029995663981,1.86569605991607,1,0,3
"4960","Oecomys sydandersoni","sydandersoni","Oecomys",1,21,1,12,1,0.083,1,0,"Cricetidae","Rodentia",6144793,NA,NA,"Yes",-14.7431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-61,-15,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"4961","Oecomys tapajinus","tapajinus","Oecomys",2,6,1,3,1,0.333,0,1,"Cricetidae","Rodentia",7067270,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"4962","Oecomys trinitatis","trinitatis","Oecomys",4,18,3,24,2,0.083,1,0,"Cricetidae","Rodentia",548609,73.4,1,"Yes",4.70858,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-61.6674817139632,6.33676233294078,"Euarchontoglires",0.301029995663981,0.477121254719662,1.86569605991607,1,0,3
"4963","Oenomys hypoxanthus","hypoxanthus","Oenomys",7,108,7,54,4,0.074,4,1,"Muridae","Rodentia",976856,90,1,"Yes",-1.1667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,23.9406963617096,0.708461810880116,"Euarchontoglires",0.602059991327962,0.698970004336019,1.95424250943932,1,0,3
"4964","Oenomys ornatus","ornatus","Oenomys",0,0,0,NA,0,0,0,0,"Muridae","Rodentia",3608749,85.5,1,"Yes",7.5833,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-9,7.00107163467525,"Euarchontoglires",-Inf,0,1.93196611472817,NA,0,3
"4965","Okapia erikssoni","erikssoni","Okapia",0,0,0,NA,0,0,0,0,"Giraffidae","Artiodactyla",7655687,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"4966","Okapia johnstoni","johnstoni","Okapia",159,2323,105,82,24,0.293,65,7,"Giraffidae","Artiodactyla",207426,230001.15,1,"Yes",1.383333,"Endangered","food_human","wearing_apparel_accessories",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,30,1.00015234351658,"Laurasiatheria",1.38021124171161,1.39794000867204,5.36173000748457,3,1,3
"4967","Olallamys albicauda","albicauda","Olallamys",1,6,1,6,1,0.167,0,0,"Echimyidae","Rodentia",3611204,273.5,1,"Yes",5.3883335,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-74.9999999999998,6.00367070585998,"Euarchontoglires",0,0.301029995663981,2.43695733066945,NA,0,3
"4968","Olallamys edax","edax","Olallamys",0,0,0,NA,0,0,0,0,"Echimyidae","Rodentia",3611042,206.4,1,"Yes",4.60197,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-73,5,"Euarchontoglires",-Inf,0,2.31470969295517,NA,0,3
"4969","Oligoryzomys andinus","andinus","Oligoryzomys",2,23,2,11,2,0.182,1,0,"Cricetidae","Rodentia",752849,25.2,1,"Yes",-9.50763,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-78.1963627573194,-8.21649219488968,"Euarchontoglires",0.301029995663981,0.477121254719662,1.40140054078154,1,0,3
"4970","Oligoryzomys arenalis","arenalis","Oligoryzomys",1,17,1,11,1,0.091,1,0,"Cricetidae","Rodentia",3608339,25.2,1,"Yes",-7.708333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-79.4984683465022,-6.50968270036934,"Euarchontoglires",0,0.301029995663981,1.40140054078154,1,0,3
"4971","Oligoryzomys brendae","brendae","Oligoryzomys",4,42,3,8,3,0.375,2,2,"Cricetidae","Rodentia",3608336,23.96,0,"Yes",-24.299507,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-65.5061933915281,-25.5378136454516,"Euarchontoglires",0.477121254719662,0.602059991327962,1.37948681371727,NA,0,3
"4972","Oligoryzomys chacoensis","chacoensis","Oligoryzomys",10,228,8,23,10,0.435,10,0,"Cricetidae","Rodentia",752851,23,1,"Yes",-22.4328,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-61.8458911907022,-22.4581709870782,"Euarchontoglires",1,1.04139268515822,1.36172783601759,1,0,3
"4973","Oligoryzomys costaricensis","costaricensis","Oligoryzomys",1,24,1,10,1,0.1,1,0,"Cricetidae","Rodentia",7067294,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"4974","Oligoryzomys delticola","delticola","Oligoryzomys",7,157,6,30,6,0.2,5,0,"Cricetidae","Rodentia",893845,29.4,1,"Yes",-33.599998,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-58.4913992580392,-33.5525051976365,"Euarchontoglires",0.778151250383644,0.845098040014257,1.46834733041216,1,0,3
"4975","Oligoryzomys destructor","destructor","Oligoryzomys",8,63,6,16,4,0.25,3,3,"Cricetidae","Rodentia",1094796,25.2,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.602059991327962,0.698970004336019,1.40140054078154,1,0,3
"4976","Oligoryzomys eliurus","eliurus","Oligoryzomys",5,192,4,26,5,0.192,5,0,"Cricetidae","Rodentia",705863,30,1,"Yes",-23.65,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-44.9999999999999,-23.0037047626267,"Euarchontoglires",0.698970004336019,0.778151250383644,1.47712125471966,1,0,3
"4977","Oligoryzomys flavescens","flavescens","Oligoryzomys",96,1800,63,32,26,0.812,56,6,"Cricetidae","Rodentia",558735,21.3,1,"Yes",-33.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-59.9999999999998,-35.4053484482543,"Euarchontoglires",1.41497334797082,1.43136376415899,1.32837960343874,1,0,3
"4978","Oligoryzomys fornesi","fornesi","Oligoryzomys",14,298,12,23,11,0.478,12,1,"Cricetidae","Rodentia",630252,23.96,0,"Yes",-26.564649,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-58.0089029118824,-27.0311701657623,"Euarchontoglires",1.04139268515822,1.07918124604762,1.37948681371727,1,0,3
"4979","Oligoryzomys fulvescens","fulvescens","Oligoryzomys",22,675,19,26,13,0.5,14,0,"Cricetidae","Rodentia",558730,25,1,"Yes",16.133889,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-88.390263591959,13.7660953178679,"Euarchontoglires",1.11394335230684,1.14612803567824,1.39794000867204,1,0,3
"4980","Oligoryzomys griseolus","griseolus","Oligoryzomys",1,17,1,11,1,0.091,1,0,"Cricetidae","Rodentia",3608337,25.2,1,"Yes",4.6,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-74,6.00367070585999,"Euarchontoglires",0,0.301029995663981,1.40140054078154,1,0,3
"4981","Oligoryzomys longicaudatus","longicaudatus","Oligoryzomys",117,2124,68,32,25,0.781,57,6,"Cricetidae","Rodentia",264360,27,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.39794000867204,1.41497334797082,1.43136376415899,1,0,3
"4982","Oligoryzomys magellanicus","magellanicus","Oligoryzomys",3,60,3,13,3,0.231,3,0,"Cricetidae","Rodentia",71110,25.2,1,"Yes",-53.628333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-71.0000000000012,-54.0480969881773,"Euarchontoglires",0.477121254719662,0.602059991327962,1.40140054078154,1,0,3
"4983","Oligoryzomys mattogrossae","mattogrossae","Oligoryzomys",4,32,4,5,3,0.6,1,3,"Cricetidae","Rodentia",7067297,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",0.477121254719662,0.602059991327962,NA,NA,0,3
"4984","Oligoryzomys messorius","messorius","Oligoryzomys",1,29,1,20,1,0.05,1,0,"Cricetidae","Rodentia",237124,NA,NA,"Yes",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-61,1.00015234351658,"Euarchontoglires",0,0.301029995663981,NA,NA,0,3
"4985","Oligoryzomys microtis","microtis","Oligoryzomys",25,548,18,25,14,0.56,17,1,"Cricetidae","Rodentia",27292,22.5,1,"Yes",-12.34,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-66.1582550688358,-15.2646986641876,"Euarchontoglires",1.14612803567824,1.17609125905568,1.35218251811136,1,0,3
"4986","Oligoryzomys moojeni","moojeni","Oligoryzomys",3,32,3,11,2,0.182,2,0,"Cricetidae","Rodentia",253794,NA,NA,"Yes",-13.95,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-49,-14.0087077749104,"Euarchontoglires",0.301029995663981,0.477121254719662,NA,NA,0,3
"4987","Oligoryzomys nigripes","nigripes","Oligoryzomys",125,1820,69,23,24,1.043,60,6,"Cricetidae","Rodentia",752853,20.5,1,"Yes",-24.366667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-45.7967581499275,-22.591400449292,"Euarchontoglires",1.38021124171161,1.39794000867204,1.31175386105575,1,0,3
"4988","Oligoryzomys occidentalis","occidentalis","Oligoryzomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",7067298,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"4989","Oligoryzomys rupestris","rupestris","Oligoryzomys",3,56,3,12,3,0.25,3,0,"Cricetidae","Rodentia",382168,NA,NA,"Yes",-13.17,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-41,-13,"Euarchontoglires",0.477121254719662,0.602059991327962,NA,NA,0,3
"4990","Oligoryzomys stramineus","stramineus","Oligoryzomys",7,114,7,23,5,0.217,4,1,"Cricetidae","Rodentia",558729,23.96,0,"Yes",-14.53,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-47.6635241794885,-21.6795595463586,"Euarchontoglires",0.698970004336019,0.778151250383644,1.37948681371727,1,0,3
"4991","Oligoryzomys utiaritensis","utiaritensis","Oligoryzomys",5,126,5,10,5,0.5,5,0,"Cricetidae","Rodentia",382170,NA,NA,"Yes",-12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-51,-13,"Euarchontoglires",0.698970004336019,0.778151250383644,NA,NA,0,3
"4992","Oligoryzomys vegetus","vegetus","Oligoryzomys",4,60,4,26,3,0.115,3,0,"Cricetidae","Rodentia",767747,15,1,"Yes",8.93,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-82.9999999999997,9.00138234307658,"Euarchontoglires",0.477121254719662,0.602059991327962,1.17609125905568,1,0,3
"4993","Oligoryzomys victus","victus","Oligoryzomys",108,1529,70,158,22,0.139,38,7,"Cricetidae","Rodentia",3608338,23.96,0,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",1.34242268082221,1.36172783601759,1.37948681371727,NA,0,3
"4994","Ommatophoca rossii","rossii","Ommatophoca",52,974,30,37,19,0.514,30,4,"Phocidae","Carnivora",539106,250000,1,"Yes",-65.43754,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,100.437425832689,-64.2265931432212,"Laurasiatheria",1.27875360095283,1.30102999566398,5.39794000867204,1,0,3
"4995","Ondatra obscurus","obscurus","Ondatra",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",7654599,NA,NA,"Yes",47.881111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-53.9999999999996,47.0093601902583,"Euarchontoglires",-Inf,0,NA,NA,0,3
"4996","Ondatra zibethicus","zibethicus","Ondatra",407,6568,208,87,36,0.414,187,8,"Cricetidae","Rodentia",816252,1065.75,1,"Yes",51.01875,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-97.9566839355884,44.5271374331831,"Euarchontoglires",1.55630250076729,1.56820172406699,3.02765534131917,1,0,3
"4997","Onychogalea fraenata","fraenata","Onychogalea",54,987,36,41,21,0.512,27,4,"Macropodidae","Diprotodontia",234941,5500,1,"Yes",-32.833,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,146.370143052187,-32.665814574871,"Marsupials & monotremes",1.32221929473392,1.34242268082221,3.74036268949424,2,0,3
"4998","Onychogalea lunata","lunata","Onychogalea",0,0,0,NA,0,0,0,0,"Macropodidae","Diprotodontia",3606985,3500,1,"Yes",-23.5729,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,131.726878852457,-22.4899721213962,"Marsupials & monotremes",-Inf,0,3.54406804435028,NA,0,3
"4999","Onychogalea unguifera","unguifera","Onychogalea",4,56,3,30,3,0.1,2,0,"Macropodidae","Diprotodontia",317158,6650,1,"Yes",-17.1985565,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,134.234265013258,-17.4932935010342,"Marsupials & monotremes",0.477121254719662,0.602059991327962,3.8228216453031,1,0,3
"5000","Onychomys arenicola","arenicola","Onychomys",12,132,10,39,6,0.154,4,3,"Cricetidae","Rodentia",1004147,30,1,"Yes",31.174573,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-104.736384361779,28.3243286142342,"Euarchontoglires",0.778151250383644,0.845098040014257,1.47712125471966,1,0,3
"5001","Onychomys bruneri","bruneri","Onychomys",0,0,0,NA,0,0,0,0,"Cricetidae","Rodentia",6144758,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Euarchontoglires",-Inf,0,NA,NA,0,3
"5002","Onychomys leucogaster","leucogaster","Onychomys",118,2031,72,64,25,0.391,65,4,"Cricetidae","Rodentia",427266,27.92,1,"Yes",37.865330313392,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-106.811119275794,40.402286695147,"Euarchontoglires",1.39794000867204,1.41497334797082,1.44591541395112,1,0,3
"5003","Onychomys torridus","torridus","Onychomys",36,631,27,53,14,0.264,17,2,"Cricetidae","Rodentia",1004154,24.97,1,"Yes",32.608299,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-109.911793436527,31.0649451035426,"Euarchontoglires",1.14612803567824,1.17609125905568,1.39741854235135,1,0,3
"5004","Orcaella brevirostris","brevirostris","Orcaella",100,1068,62,49,20,0.408,36,5,"Delphinidae","Cetacea",1003911,190000,1,"Yes",12.6794735,"Endangered","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,105.995966729238,13.0141205106236,"Laurasiatheria",1.30102999566398,1.32221929473392,5.27875360095283,3,1,3
"5005","Orcaella heinsohni","heinsohni","Orcaella",25,582,17,16,11,0.688,11,3,"Delphinidae","Cetacea",47843,NA,NA,"Yes",-12.51591,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,133.838780046908,-13.6200843501465,"Laurasiatheria",1.04139268515822,1.07918124604762,NA,2,0,3
"5006","Orcinus orca","orca","Orcinus",1207,36425,379,112,85,0.759,709,18,"Delphinidae","Cetacea",124215,4300000,1,"Yes",49.255302,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,5.07617639771287,63.3289646334242,"Laurasiatheria",1.92941892571429,1.93449845124357,6.63346845557959,NA,0,3
"5007","Orcinus stenorhyncha","stenorhyncha","Orcinus",0,0,0,NA,0,0,0,0,"Delphinidae","Artiodactyla",7655860,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,NA,NA,"Laurasiatheria",-Inf,0,NA,NA,0,3
"5008","Oreamnos americanus","americanus","Oreamnos",2199,38308,808,90,77,0.856,953,14,"Bovidae","Artiodactyla",274550,72500.33,1,"Yes",60.166088,"Least Concern","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild",NA,-125.63530810045,52.6721246168573,"Laurasiatheria",1.88649072517248,1.89209460269048,4.86033998335517,1,1,3
